"","email","URN_pre","Q1_1_pre","Q1_2_pre","Q3_pre","Q4_pre","Q5_pre","Q6_pre","Q7_pre","Q8_pre","Q9_pre","Q9_1_a_pre","Q9_2_a_pre","Q9_3_a_pre","Q9_4_a_pre","Q9_5_a_pre","Q9_6_a_pre","Q9_7_a_pre","Q9_8_a_pre","Q9_9_a_pre","Q9_10_a_pre","Q9_11_a_pre","Q9_12_a_pre","Q9_13_a_pre","Q9_14_a_pre","Q9_15_a_pre","Q9_16_a_pre","Q9_17_a_pre","Q9_18_a_pre","Q9_19_a_pre","Q9_20_a_pre","Q9_21_a_pre","Q9_22_a_pre","Q9_23_a_pre","Q9_24_a_pre","Q10_pre","Q10_1_a_pre","Q10_2_a_pre","Q10_3_a_pre","Q10_4_a_pre","Q10_5_a_pre","Q10_6_a_pre","Q10_7_a_pre","Q10_8_a_pre","Q10_9_a_pre","Q10_10_a_pre","Q11_pre","Q11_1_a_pre","Q11_2_a_pre","Q11_3_a_pre","Q11_4_a_pre","Q12_a_pre","Q12_a_1_a_pre","Q12_a_2_a_pre","Q12_a_3_a_pre","Q12_a_4_a_pre","Q12_a_5_a_pre","Q12_a_6_a_pre","Q12_a_7_a_pre","Q12_a_8_a_pre","Q12_a_9_a_pre","Q12_a_10_a_pre","Q12_a_11_a_pre","Q12_a_12_a_pre","Q12_a_13_a_pre","Q12_a_14_a_pre","Q12_a_15_a_pre","Q12_a_16_a_pre","Q12_a_17_a_pre","Q12_a_18_a_pre","Q12_a_19_a_pre","Q12_a_20_a_pre","Q12_a_21_a_pre","Q12_a_22_a_pre","Q13_a_pre","Q13_a_1_a_pre","Q13_a_2_a_pre","Q13_a_3_a_pre","Q13_a_4_a_pre","Q13_a_5_a_pre","Q13_a_6_a_pre","Q13_a_7_a_pre","Q13_a_8_a_pre","Q13_a_9_a_pre","Q13_a_10_a_pre","Q13_a_11_a_pre","Q13_a_12_a_pre","Q13_a_13_a_pre","Q13_a_14_a_pre","Q13_a_15_a_pre","Q14_pre","Q14_1_pre","Q14_2_pre","Q14_3_pre","Q14_4_pre","Q14_5_pre","Q14_6_pre","Q14_7_pre","Q14_8_pre","Q14_9_pre","Q14_10_pre","Q14_11_pre","Q14_12_pre","Q14_13_pre","Q14_14_pre","Q14_15_pre","Q14_16_pre","Q14_17_pre","Q14_18_pre","StartDate_pre","CompletionDate_pre","URN_post","Q2_post","Q3_post","Q4_post","Q5_post","Q6_post","Q7_post","Q8_post","Q8_1_a_post","Q8_2_a_post","Q8_3_a_post","Q8_4_a_post","Q8_5_a_post","Q8_6_a_post","Q8_7_a_post","Q8_8_a_post","Q8_9_a_post","Q8_10_a_post","Q8_11_a_post","Q8_12_a_post","Q8_13_a_post","Q8_14_a_post","Q8_15_a_post","Q8_16_a_post","Q8_17_a_post","Q8_18_a_post","Q8_19_a_post","Q8_20_a_post","Q8_21_a_post","Q8_22_a_post","Q8_23_a_post","Q8_24_a_post","Q9_post","Q9_1_a_post","Q9_2_a_post","Q9_3_a_post","Q9_4_a_post","Q9_5_a_post","Q9_6_a_post","Q9_7_a_post","Q9_8_a_post","Q9_9_a_post","Q9_10_a_post","Q10_post","Q10_1_a_post","Q10_2_a_post","Q10_3_a_post","Q10_4_a_post","Q11_a_post","Q11_a_1_a_post","Q11_a_2_a_post","Q11_a_3_a_post","Q11_a_4_a_post","Q11_a_5_a_post","Q11_a_6_a_post","Q11_a_7_a_post","Q11_a_8_a_post","Q11_a_9_a_post","Q11_a_10_a_post","Q11_a_11_a_post","Q11_a_12_a_post","Q11_a_13_a_post","Q11_a_14_a_post","Q11_a_15_a_post","Q11_a_16_a_post","Q11_a_17_a_post","Q11_a_18_a_post","Q11_a_19_a_post","Q11_a_20_a_post","Q11_a_21_a_post","Q11_a_22_a_post","Q12_a_post","Q12_a_1_a_post","Q12_a_2_a_post","Q12_a_3_a_post","Q12_a_4_a_post","Q12_a_5_a_post","Q12_a_6_a_post","Q12_a_7_a_post","Q12_a_8_a_post","Q12_a_9_a_post","Q12_a_10_a_post","Q12_a_11_a_post","Q12_a_12_a_post","Q12_a_13_a_post","Q12_a_14_a_post","Q12_a_15_a_post","Q13_post","Q13_1_post","Q13_2_post","Q13_3_post","Q13_4_post","Q13_5_post","Q13_6_post","Q13_7_post","Q13_8_post","Q13_9_post","Q13_10_post","Q13_11_post","Q13_12_post","Q13_13_post","Q13_14_post","Q13_15_post","Q13_16_post","Q13_17_post","Q13_18_post","StartDate_post","CompletionDate_post","X","Condition","X1a","X1b","X1c","X2a","X2b","X3a","X3b","X4a","X4b","X5a","X5b","X6a","X6b","X7a","X7b","X8a","X8b","X9a","X9b","X10a","X10b"
"171","868","160375-160369-20277405","1","1","24","3","1992","female","4","2",NA,"3","2","4","4","3","2","3","4","4","2","4","5","2","3","2","2","4","3","3","2","3","4","4","2",NA,"3","3","5","4","3","3","3","5","2","2",NA,"3","2","1","1",NA,"1","1","2","2","1","1","2","2","1","2","1","2","2","3","2","2","1","1","1","1","1","1",NA,"4","4","3","3","4","4","3","2","4","4","4","3","4","3","3",NA,"5","3","5","4","5","2","5","6","5","1","6","6","5","2","5","4","5","3","2017-02-16 11:13:02 utc","2017-02-16 13:09:44 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","862","249463-249456-21927984","1","1","20","2","1993","female","8","7",NA,"4","3","3","3","2","3","5","3","1","2","1","1","2","3","3","4","2","1","3","3","1","3","3","4",NA,"3","3","5","3","4","3","3","3","3","3",NA,"3","4","1","1",NA,"3","3","1","2","3","1","4","1","3","4","3","2","4","3","3","4","4","4","1","3","1","3",NA,"4","5","4","4","3","5","4","2","4","1","5","4","2","1","4",NA,"6","3","5","1","2","2","5","3","4","2","4","4","3","5","6","2","4","4","2017-03-28 18:22:04 utc","2017-03-28 18:32:52 utc","249464-249457-22300395","20","2","1993","female","9","10",NA,"4","4","4","3","3","4","3","2","3","3","2","1","2","3","4","4","4","3","2","4","2","2","3","4",NA,"3","2","4","4","5","3","4","4","2","2",NA,"3","3","1","1",NA,"2","3","2","2","2","1","4","1","1","3","2","1","3","3","1","2","2","2","2","3","2","3",NA,"4","4","5","5","4","5","2","4","4","3","4","3","4","3","1",NA,"6","1","6","1","4",NA,"5","4","6","2","3","5","4","5","6","2","3","5","2017-04-09 12:04:41 utc","2017-04-09 12:13:37 utc","4","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"173","643","160375-160369-20554669","1","1","24","7","1995","female ","2","2",NA,"4","3","3","2","4","2","3","3","3","2","2","4","3","3","3","2","3","3","2","3","3","4","3","3",NA,"4","3","4","3","3","3","3","4","3","2",NA,"3","1","2","2",NA,"1","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","2",NA,"4","3","4","2","2","2","2","2","2","3","3","2","3","2","3",NA,"4","4","4","3","3","4","4","3","4","4","4","4","4","4","4","3","4","3","2017-02-23 09:54:34 utc","2017-02-23 10:01:31 utc","179190-179183-20998140","24","7","1995","female ","2","3",NA,"3","4","3","3","3","3","3","3","3","3","4","4","5","4","4","4","3","4","3","3","3","5","4","4",NA,"3","4","4","4","4","3","3","3","3","3",NA,"2","2","1","1",NA,"1","1","2","2","1","1","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1",NA,"4","2","2","2","2","2","2","2","2","2","3","2","2","2","2",NA,"4","3","5","1","5","2","5","5","5","3","4","4","5","3","5","3","4","5","2017-03-06 17:16:18 utc","2017-03-06 17:24:40 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","822","402361-402352-48387401","1","1","28","6","1993","male","9","10",NA,"4","4","3","3","3","2","5","2","5","5","5","2","2","4","4","4","2","3","4","4","3","2","2","5",NA,"4","5","5","2","4","4","4","3","5","5",NA,"3","3","3","3",NA,"4","3","4","2","1","2","1","1","3","3","3","1","4","3","4","3","2","3","2","1","1","3",NA,"5","4","4","5","5","5","4","5","5","5","5","4","5","4","5",NA,"3","4","3","2","3","6","2","2","3","4","5","3","4","5","2","3","2","2","2019-06-29 15:05:35 utc","2019-06-29 15:24:17 utc","402362-402353-48845831","28","12","1993","male","9","9",NA,"4","4","4","5","1","4","4","1","5","4","1","2","4","5","4","4","2","3","4","5","5","2","3","5",NA,"5","4","5","4","3","2","4","3","5","3",NA,"4","4","4","4",NA,"3","3","4","2","1","3","3","3","2","3","2","3","4","3","4","3","2","4","3","3","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","5","6","5","6","5","5","4","3","5","5","5","5","5",NA,"3","5","2019-07-17 14:14:58 utc","2019-07-17 14:24:09 utc","6","world","1","0","85","32","yes","40","no","90","yes","48","yes","48","no","80","yes","100","yes","54","no","72","yes"
"175","953","249463-249456-22097813","1","1","14","11","1988","male","7","9",NA,"3","3","4","1","3","5","3","4","5","5","4","2","5","2","5","3","3","3","1","5","4","3","4","3",NA,"2","3","2","3","3","2","4","3","2","3",NA,"3","2","2","2",NA,"1","1","3","3","3","3","2","2","3","3","1","1","4","3","2","4","1","3","3","1","1","1",NA,"4","3","5","5","3","4","3","5","5","1","3","2","2","3","5",NA,"4","4","1","6","5","6","4","5","2","5","3","5","3","3","4","5","2","4","2017-04-02 18:48:01 utc","2017-04-02 19:14:02 utc","249464-249457-22481907","14","11","1988","male","9","9",NA,"4","4","2","1","2","5","3","2","4","5","3","2","4","3","5","4","3","3","1","5","5","2","3","3",NA,"3","4","3","3","3","3","4","4","3","2",NA,"2","2","2","2",NA,"1","1","3","2","3","2","1","1","3","1","2","1","4","2","2","3","1","3","3","1","1","1",NA,"4","2","4","4","2","4","3","5","4","2","4","1","2","3","4",NA,"4","2","2","1","5","6","4","5","3","5","3","5","4","4","3","5","2","5","2017-04-18 14:21:28 utc","2017-04-18 14:36:18 utc","11","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"176","254","249463-249456-22063938","1","1","18","5","1994","female","4","2",NA,"2","3","2","2","4","4","2","4","2","4","3","2","2","1","4","2","3","2","1","4","2","3","3","1",NA,"2","4","3","3","3","2","3","3","3","2",NA,"2","3","2","3",NA,"1","3","4","3","1","2","3","2","4","1","2","1","2","3","1","3","2","2","4","3","4","1",NA,"4","2","5","5","4","2","2","2","4","4","2","2","4","2","5",NA,"4","5","4","4","2","5","3","4","5","4","4","2","2","6","4","6","4","3","2017-03-31 17:18:00 utc","2017-03-31 17:36:49 utc","249464-249457-22675462","18","5","1994","female","4","8",NA,"4","3","4","2","2","5","2","2","4","5","2","2","4","2","5","4","2","3","1","5","4","2","2","2",NA,"2","2","2","4","3","2","4","3","1","2",NA,"2","1","1","2",NA,"1","3","2","2","1","2","2","1","1","1","2","1","1","2","1","2","1","1","2","2","3","1",NA,"2","4","2","4","4","2","1","2","4","1","4","1","2","2","4",NA,"4","2","5","4","4","4","4","5","5","3","3","2","3","4","5","3","5","5","2017-04-26 09:59:26 utc","2017-04-26 10:12:45 utc","13","mind","2","0","6","5","yes","8","yes","9","yes","8","yes","9","yes","9","yes","10","yes","10","yes","10","yes"
"177","837","249463-249456-22154780","1","1","21","2","1978","male","2","8",NA,"3","3","4","2","2","4","3","2","4","4","3","4","4","3","4","3","2","4","3","5","4","2","3","3",NA,"2","3","3","4","4","2","4","4","3","1",NA,"2","1","1","1",NA,"1","1","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"4","3","3","2","1","1","4","4","3","2","3","2","2","2","4",NA,"5","2","5","4","5","3","6","5","5","2","2","5","5","2","5","2","4","6","2017-04-04 11:12:44 utc","2017-04-04 11:25:53 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","","2","0","9","7","yes","5","yes",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"178","243","160375-160369-17607898","1","1","22","7","1994","male","8","5",NA,"4","3","3","4","2","3","4","2","4","3","1","2","3","3","4","2","2","5","2","4","3","1","2","2",NA,"3","3","5","4","4","3","4","4","2","2",NA,"3","1","2","2",NA,"2","2","3","2","1","1","4","1","2","2","2","1","2","1","1","1","1","1","1","3","1","1",NA,"4","2","2","3","1","3","3","3","4","3","4","3","3","3","2",NA,"5","2","5","2","4","2","4","3","5","1","2","5","6","2","5","2","1","5","2016-11-06 14:41:14 utc","2016-11-06 15:19:19 utc","179190-179183-18632979","22","7","1994","male","10","5",NA,"4","4","2","1","2","3","2","3","3","4","2","1","2","1","4","3","1","2","1","4","2","1","3","4",NA,"3","3","5","4","3","5","2","3","4","3",NA,"4","3","3","3",NA,"2","1","3","2","1","4","3","2","2","2","3","2","2","3","1","2","1","1","4","2","3","1",NA,"5","4","5","3","4","5","4","3","4","5","5","4","3","5","3",NA,"1","5","5","5","4","1","3","3","5","2","6","5","5","2","5","5","1","3","2016-12-12 20:24:42 utc","2016-12-12 22:05:57 utc","3","world","2","2","7","5","yes","6","no","6","yes","3","yes","7","no","5","no","7","no","7","no","5","no"
"179","966","301170-301162-33549779","1","1","14","3","1997","female","3","5",NA,"4","4","3","3","2","3","2","3","3","2","2","3","3","3","3","2","3","2","2","4","2","3","3","2",NA,"4","3","4","4","3","3","4","2","3","3",NA,"3","3","2","2",NA,"3","2","3","2","1","2","2","2","2","2","3","1","3","2","2","2","2","3","2","1","2","1",NA,"4","2","2","2","4","5","4","4","4","4","4","5","4","4","1",NA,"5","3","5","4","4","5","5","3","4","2","4","3","3","5","4","4","2","3","2018-04-06 11:15:05 utc","2018-04-06 11:25:58 utc","301171-301163-35598696","14","3","1997","female","3","6",NA,"4","4","3","4","2","3","4","3","2","2","3","3","4","5","3","4","4","2","4","3","2","3","3","4",NA,"3","3","3","2","3","2","4","3","4","2",NA,"2","3","2","2",NA,"4","3","2","3","2","2","3","2","2","3","3","2","4","3","3","3","3","3","2","3","3","2",NA,"4","5","4","3","4","4","4","2","5","4","4","4","5","4","4",NA,"5","3","4","3","2","4","5","3","4","3","2","5","5","5","3","4","2","4","2018-05-23 16:10:52 utc","2018-05-23 16:16:29 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","899","249463-249456-22099944","1","1","14","6","1975","female","1","1",NA,"3","4","3","3","3","2","5","4","2","2","4","5","3","5","4","5","3","3","5","3","3","4","4","5",NA,"4","5","5","3","3","4","3","2","3","3",NA,"4","4","3","3",NA,"3","3","3","2","2","3","4","2","3","3","3","1","4","4","4","4","3","4","4","3","2","2",NA,"4","3","3","4","4","4","4","3","4","4","4","4","5","4","4",NA,"1","6","4","4","2","3","3","3","4","5","5","2","2","6","3","6","4","2","2017-04-02 20:53:23 utc","2017-04-02 21:14:29 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","","2","1","6","4","no","3","no","6","no",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"181","812","249463-249456-21818149","1","1","9","12","1994","female","7","8",NA,"4","5","3","1","3","5","1","3","4","5","2","2","3","1","4","4","3","3","1","3","2","2","2","3",NA,"3","2","2","4","5","1","4","5","3","2",NA,"2","1","1","1",NA,"1","1","3","4","1","3","3","1","1","1","1","1","1","1","1","1","1","1","3","1","3","1",NA,"4","1","1","2","2","2","1","1","1","1","1","1","1","1","1",NA,"5","1","6","2","6","1","5","5","6","1","3","6","5","2","6","2","4","6","2017-03-25 15:51:01 utc","2017-03-25 15:59:56 utc","249464-249457-22249553","9","12","1994","female","8","5",NA,"4","5","3","1","1","3","2","2","2","4","2","2","2","1","3","4","4","3","1","4","2","1","1","1",NA,"3","1","2","4","5","2","2","5","1","1",NA,"1","2","1","1",NA,"1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"3","1","1","2","1","1","1","1","1","1","1","1","1","1","1",NA,"5","1","6","1","6","1","5","5","5","1","2","5","5","1","6","1","4","5","2017-04-06 18:21:36 utc","2017-04-06 18:27:09 utc","5","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"182","814","160375-160369-11892772","1","1","17","1","1985","male","2","7",NA,"4","4","3","3","2","2","3","2","3","2","2","2","3","2","3","3","2","3","2","2","3","2","2","2",NA,"2","2","2","4","4","2","4","4","2","1",NA,"2","1","1","1",NA,"1","1","1","1","1","1","2","1","1","2","2","1","2","1","1","1","1","1","1","2","1","1",NA,"3","2","2","1","1","1","1","2","1","2","3","2","2","3","3",NA,"4","2","4","3","4","3","4","4","4","3","2","4","4","3","4","2","3","4","2016-02-15 10:29:34 utc","2016-02-15 10:46:14 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"183","227","402361-402352-48492953","1","1","11","5","1996","male","2","4",NA,"4","4","3","3","2","4","3","4","2","3","1","2","2","3","3","4","3","2","2","3","2","3","3","2",NA,"3","3","3","3","3","3","2","3","3","3",NA,"2","3","2","1",NA,"2","1","3","2","1","3","2","2","2","2","1","1","1","1","2","1","2","1","1","1","1","1",NA,"4","2","4","2","3","3","4","3","4","3","4","2","3","4","2",NA,"2","3","4","2","4","4","4","4","4","2","3","2","4","3","4","4","3","3","2019-07-03 15:05:12 utc","2019-07-03 15:17:57 utc","402362-402353-48848973","11","5","1996","male","5","4",NA,"4","4","3","2","2","3","3","3","3","3","2","3","2","2","4","3","2","3","3","4","3","3","3","2",NA,"2","3","3","3","3","2","2","4","3","2",NA,"2","2","2","1",NA,"2","1","3","2","1","3","2","1","1","2","2","1","1","3","1","2","2","1","2","1","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","3","2","3","4","4","4","4","3","3","3","4","2","4","3","2","3","2019-07-17 15:31:37 utc","2019-07-17 16:22:16 utc","10","world","2","1","50","5","yes","3.3","no","7.5","yes","10","no","10","no","10","yes","15","no","20","yes","30","no"
"184","513","360674-360665-37514357","1","1","31","5","1998","male","7","6",NA,"4","3","4","2","4","5","5","4","4","3","3","2","4","2","4","4","2","3","2","3","4","2","4","3",NA,"5","4","5","4","3","3","4","3","4","4",NA,"2","3","3","2",NA,"2","3","2","3","2","3","3","1","2","2","2","1","4","2","2","3","3","3","2","3","3","2",NA,"4","4","3","4","3","5","4","4","4","5","5","4","4","4","2",NA,"5","4","5","2","5","6","3","5","4","5","5","2","2","5","4","5","4","4","2018-07-19 18:14:31 utc","2018-07-19 18:54:57 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","610","160375-160369-12256398","1","1","7","6","1994","male","5","9",NA,"4","5","4","5","2","1","4","2","3","5","2","1","2","4","4","5","3","4","3","3","2","4","4","3",NA,"4","4","3","4","4","3","5","4","5","3",NA,"2","2","2","1",NA,"2","2","2","3","4","2","2","1","1","2","2","4","4","3","3","2","2","2","2","2","2","2",NA,"3","4","4","4","4","5","5","1","4","4","4","5","4","4","4",NA,"5","2","4","4","5","3","5","5","5","2","2","5","5","4","2","4","4","4","2016-02-29 09:01:00 utc","2016-02-29 09:17:25 utc","179190-179183-12745354","7","6","1994","m","6","5",NA,"3","3","4","4","3","2","3","3","2","4","3","2","3","3","4","3","2","4","3","1","4","3","3","4",NA,"2","4","3","4","3","2","4","5","4","2",NA,"2","1","1","2",NA,"1","2","2","3","2","1","2","1","1","1","2","1","3","2","1","1","2","2","2","2","1","1",NA,"4","4","3","3","4","4","3","2","2","4","4","4","4","4","5",NA,"4","3","5","2","5","2","6","5","5","2","2","5","6","2","5","2","4","5","2016-03-17 08:56:35 utc","2016-03-17 09:05:08 utc","25","mental states","0","2","7","9","no","7","yes","6","yes","8","yes","8","no","7","yes","8","yes","5","yes","6","yes"
"186","860","360674-360665-37459177","1","1","10","2","1997","male","7","8",NA,"3","4","4","3","2","4","4","3","4","4","2","3","3","2","4","4","2","3","3","4","3","2","3","3",NA,"3","3","3","4","3","2","3","3","4","3",NA,"1","1","2","2",NA,"2","2","1","2","2","2","3","2","2","2","3","1","3","2","2","2","2","2","2","4","3","2",NA,"4","4","2","2","3","1","3","4","3","4","4","3","5","4","4",NA,"5","2","5","2","5","3","4","5","6","3","4","4","3","4","5","2","4","4","2018-07-18 13:08:21 utc","2018-07-18 13:48:43 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","world",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","191","249463-249456-22114456","1","1","23","2","1978","female","1","1",NA,"4","3","2","4","3","1","4","4","4","1","2","5","3","4","1","2","4","3","5","1","1","5","5","5",NA,"3","3","4","4","2","5","5","3","5","5",NA,"4","2","2","2",NA,"2","2","4","3","1","2","4","2","4","3","4","1","2","2","3","3","2","3","3","3","2","3",NA,"5","4","3","2","1","2","1","5","5","5","4","5","4","5","4",NA,"6","3","3","6","4","6","6","6","5","5","5","2","2","5","2","5","2","4","2017-04-03 10:52:26 utc","2017-04-03 11:01:48 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","130","360674-360665-37279227","1","1","10","12","1995","female","1","4",NA,"3","4","3","1","3","3","3","3","4","3","2","2","3","2","2","4","3","3","1","4","3","2","3","3",NA,"4","3","5","4","3","2","3","2","2","3",NA,"3","2","1","1",NA,"1","1","3","2","1","2","1","1","3","3","2","1","2","2","2","3","1","2","2","1","2","1",NA,"3","3","3","2","4","2","5","3","4","1","2","3","2","1","2",NA,"3","5","5","5","5","4","4","4","4","3","3","3","4","3","5","4","3","4","2018-07-13 13:35:11 utc","2018-07-13 14:05:36 utc","360676-360667-37741913","10","12","1995","female","3","4",NA,"5","4","4","2","2","4","2","3","4","4","2","2","3","2","3","5","3","4","2","4","4","3","2","3",NA,"2","3","3","4","3","3","4","4","2","3",NA,"2","2","1","1",NA,"1","1","2","2","1","1","1","1","1","1","2","2","3","1","2","2","1","1","2","1","2","1",NA,"2","1","3","1","2","2","2","3","2","3","2","1","1","2","1",NA,"5","4","4","5","5","3","4","5","5","2","3","4","5","3","5","3","3","4","2018-07-26 14:03:37 utc","2018-07-26 14:27:18 utc","2","world","2","1","60","40",NA,"50",NA,"30",NA,"60",NA,"50",NA,"40",NA,"70",NA,"40",NA,"40",NA
